Naive Bayes,0.625,0.3571,0.1111,0.623,0.4545,0.2944,0.623
Decision Tree,0.5714,0.2857,0.1111,0.5873,0.381,0.22,0.5873
Nearest Centroid,0.5714,0.5714,0.2222,0.6746,0.5714,0.3492,0.6746
Naive Bayes,0.25,0.3333,0.1765,0.5784,0.2857,0.14,0.5784
Decision Tree,0.4444,0.6667,0.1471,0.7598,0.5333,0.4443,0.7598
Nearest Centroid,0.2727,0.5,0.2353,0.6324,0.3529,0.2117,0.6324
Naive Bayes,0.2,0.2,0.1143,0.5429,0.2,0.0857,0.5429
Decision Tree,0.3333,0.6,0.1714,0.7143,0.4286,0.3394,0.7143
Nearest Centroid,0.125,0.2,0.2,0.5,0.1538,0.0,0.5
Naive Bayes,0.3333,0.1667,0.0588,0.5539,0.2222,0.1462,0.5539
Decision Tree,0.5556,0.8333,0.1176,0.8578,0.6667,0.612,0.8578
Nearest Centroid,0.25,0.1667,0.0882,0.5392,0.2,0.0934,0.5392
Naive Bayes,0.6667,0.1818,0.0345,0.5737,0.2857,0.2498,0.5737
Decision Tree,0.3333,0.1818,0.1379,0.5219,0.2353,0.0549,0.5219
Nearest Centroid,0.5,0.1818,0.069,0.5564,0.2667,0.168,0.5564
Naive Bayes Mean,0.415,0.2478,0.099,0.5744,0.2896,0.1832,0.5744
Decision Tree Mean,0.4476,0.5135,0.137,0.6882,0.449,0.3341,0.6882
Nearest Centroid Mean,0.3438,0.324,0.1629,0.5805,0.309,0.1645,0.5805
