Naive Bayes,1.0,0.125,0.0,0.5625,0.2222,0.3262,0.5625
Decision Tree,0.0,0.0,0.025,0.4875,0.0,-0.0652,0.4875
Nearest Centroid,0.1667,1.0,1.0,0.5,0.2857,0.0,0.5
Naive Bayes,0.0,0.0,0.1064,0.4468,0.0,-0.0497,0.4468
Decision Tree,0.0,0.0,0.0638,0.4681,0.0,-0.0377,0.4681
Nearest Centroid,0.0208,1.0,1.0,0.5,0.0408,0.0,0.5
Naive Bayes,0.0,0.0,0.0851,0.4574,0.0,-0.044,0.4574
Decision Tree,0.0,0.0,0.0213,0.4894,0.0,-0.0213,0.4894
Nearest Centroid,0.0208,1.0,1.0,0.5,0.0408,0.0,0.5
Naive Bayes,0.3333,0.25,0.0455,0.6023,0.2857,0.2335,0.6023
Decision Tree,0.0,0.0,0.0682,0.4659,0.0,-0.0778,0.4659
Nearest Centroid,0.0,0.0,0.0227,0.4886,0.0,-0.044,0.4886
Naive Bayes,0.0,0.0,0.0,0.5,0.0,0.0,0.5
Decision Tree,0.0,0.0,0.0,0.5,0.0,0.0,0.5
Nearest Centroid,0.0,0.0,0.0,0.5,0.0,0.0,0.5
Naive Bayes Mean,0.2667,0.075,0.0474,0.5138,0.1016,0.0932,0.5138
Decision Tree Mean,0.0,0.0,0.0357,0.4822,0.0,-0.0404,0.4822
Nearest Centroid Mean,0.0417,0.6,0.6045,0.4977,0.0735,-0.0088,0.4977
