Naive Bayes,0.5833,0.5,0.1389,0.6806,0.5385,0.3796,0.6806
Decision Tree,0.3043,0.5,0.4444,0.5278,0.3784,0.05,0.5278
Nearest Centroid,0.6154,0.5714,0.1389,0.7163,0.5926,0.4428,0.7163
Naive Bayes,0.3,0.5,0.1591,0.6705,0.375,0.277,0.6705
Decision Tree,0.2143,1.0,0.5,0.75,0.3529,0.3273,0.75
Nearest Centroid,0.3,0.5,0.1591,0.6705,0.375,0.277,0.6705
Naive Bayes,0.3333,0.3333,0.2105,0.5614,0.3333,0.1228,0.5614
Decision Tree,0.32,0.6667,0.4474,0.6096,0.4324,0.1873,0.6096
Nearest Centroid,0.4286,0.5,0.2105,0.6447,0.4615,0.2753,0.6447
Naive Bayes,0.0,0.0,0.1522,0.4239,0.0,-0.119,0.4239
Decision Tree,0.0588,0.25,0.3478,0.4511,0.0952,-0.056,0.4511
Nearest Centroid,0.0,0.0,0.2826,0.3587,0.0,-0.1748,0.3587
Naive Bayes,0.5,0.4167,0.1316,0.6425,0.4545,0.3044,0.6425
Decision Tree,0.2727,0.5,0.4211,0.5395,0.3529,0.0679,0.5395
Nearest Centroid,0.5,0.25,0.0789,0.5855,0.3333,0.2248,0.5855
Naive Bayes Mean,0.3433,0.35,0.1585,0.5958,0.3403,0.193,0.5958
Decision Tree Mean,0.234,0.5833,0.4321,0.5756,0.3224,0.1153,0.5756
Nearest Centroid Mean,0.3688,0.3643,0.174,0.5951,0.3525,0.209,0.5951
