Naive Bayes,0.3333,0.4,0.1053,0.6474,0.3636,0.2727,0.6474
Decision Tree,0.2353,0.8,0.3421,0.7289,0.3636,0.3002,0.7289
Nearest Centroid,0.3333,0.6,0.1579,0.7211,0.4286,0.3484,0.7211
Naive Bayes,0.3333,0.6667,0.1026,0.7821,0.4444,0.4152,0.7821
Decision Tree,0.2308,1.0,0.2564,0.8718,0.375,0.4142,0.8718
Nearest Centroid,0.2857,0.6667,0.1282,0.7692,0.4,0.3721,0.7692
Naive Bayes,0.4,1.0,0.075,0.9625,0.5714,0.6083,0.9625
Decision Tree,0.2,1.0,0.2,0.9,0.3333,0.4,0.9
Nearest Centroid,0.25,1.0,0.15,0.925,0.4,0.461,0.925
Naive Bayes,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Decision Tree,0.1667,1.0,0.122,0.939,0.2857,0.3825,0.939
Nearest Centroid,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Naive Bayes,1.0,0.5,0,0.5,0.6667,0.0,nan
Decision Tree,1.0,0.4286,0,0.4286,0.6,0.0,nan
Nearest Centroid,1.0,0.4286,0,0.4286,0.6,0.0,nan
Naive Bayes Mean,0.6133,0.7133,0.0566,0.7784,0.6092,0.4592,0.8480
Decision Tree Mean,0.3666,0.8457,0.1841,0.7737,0.3915,0.2994,0.8599
Nearest Centroid Mean,0.5738,0.7391,0.0872,0.7688,0.5657,0.4363,0.8538
