Naive Bayes,0.1176,0.25,0.375,0.4375,0.16,-0.0974,0.4375
Decision Tree,0.5,0.125,0.025,0.55,0.2,0.1865,0.55
Nearest Centroid,0.1176,0.25,0.375,0.4375,0.16,-0.0974,0.4375
Naive Bayes,0.1,1.0,0.1915,0.9043,0.1818,0.2843,0.9043
Decision Tree,0.0,0.0,0.1277,0.4362,0.0,-0.0551,0.4362
Nearest Centroid,0.0769,1.0,0.2553,0.8723,0.1429,0.2393,0.8723
Naive Bayes,0.0303,1.0,0.6809,0.6596,0.0588,0.0983,0.6596
Decision Tree,0.0,0.0,0.1702,0.4149,0.0,-0.0652,0.4149
Nearest Centroid,0.0385,1.0,0.5319,0.734,0.0741,0.1342,0.734
Naive Bayes,0.2857,0.5,0.1136,0.6932,0.3636,0.3026,0.6932
Decision Tree,0.4,0.5,0.0682,0.7159,0.4444,0.3907,0.7159
Nearest Centroid,0.25,0.5,0.1364,0.6818,0.3333,0.2697,0.6818
Naive Bayes,0.0,0.0,0.0217,0.4891,0.0,-0.0304,0.4891
Decision Tree,0.0,0.0,0.0217,0.4891,0.0,-0.0304,0.4891
Nearest Centroid,0.0,0.0,0.0,0.5,0.0,0.0,0.5
Naive Bayes Mean,0.10672000000000001,0.55,0.27653999999999995,0.6367400000000001,0.15284,0.11148,0.6367400000000001
Decision Tree Mean,0.18,0.125,0.08256,0.52122,0.12888000000000002,0.0853,0.52122
Nearest Centroid Mean,0.09659999999999999,0.55,0.25972000000000006,0.64512,0.14206,0.10916000000000001,0.64512
