Naive Bayes,0.2,0.2,0.0952,0.5524,0.2,0.1048,0.5524
Decision Tree,0.0,0.0,0.0,0.5,0.0,0.0,0.5
Nearest Centroid,0.0,0.0,0.0,0.5,0.0,0.0,0.5
Naive Bayes,0.0833,0.5,0.2444,0.6278,0.1429,0.1183,0.6278
Decision Tree,0.1,0.5,0.2,0.65,0.1667,0.148,0.65
Nearest Centroid,0.0,0.0,0.0,0.5,0.0,0.0,0.5
Naive Bayes,0.0,0.0,0.0476,0.4762,0.0,-0.0727,0.4762
Decision Tree,0.0588,0.2,0.381,0.4095,0.0909,-0.1161,0.4095
Nearest Centroid,0.0,0.0,0.0,0.5,0.0,0.0,0.5
Naive Bayes,0.5,0.3333,0.0227,0.6553,0.4,0.3762,0.6553
Decision Tree,0.0,0.0,0.0227,0.4886,0.0,-0.0385,0.4886
Nearest Centroid,0.0,0.0,0.0,0.5,0.0,0.0,0.5
Naive Bayes,0.0,0.0,0.0,0.5,0.0,0.0,0.5
Decision Tree,1.0,0.0625,0.0,0.5312,0.1176,0.2041,0.5312
Nearest Centroid,0.0,0.0,0.0,0.5,0.0,0.0,0.5
Naive Bayes Mean,0.1567,0.2067,0.082,0.5623,0.1486,0.1053,0.5623
Decision Tree Mean,0.2318,0.1525,0.1207,0.5159,0.075,0.0395,0.5159
Nearest Centroid Mean,0.0,0.0,0.0,0.5,0.0,0.0,0.5
